order_item_id,order_id,product_id,sales,quantity,discount,profit
CA-2017-147564_3128,CA-2017-147564,OFF-PA-10004438,49.12,4,0.0,23.0864
CA-2014-136399_3129,CA-2014-136399,FUR-FU-10004090,44.46,2,0.0,14.6718
CA-2014-136399_3130,CA-2014-136399,FUR-CH-10002602,241.568,2,0.2,18.1176
CA-2014-136399_3131,CA-2014-136399,TEC-AC-10001142,395.0,5,0.0,39.5
CA-2014-136399_3132,CA-2014-136399,TEC-PH-10004977,627.168,4,0.2,70.5564
CA-2014-107916_3133,CA-2014-107916,FUR-FU-10004586,13.28,2,0.0,6.3744
CA-2014-107916_3134,CA-2014-107916,OFF-BI-10001116,12.672,3,0.2,4.4352
CA-2017-164168_3135,CA-2017-164168,OFF-BI-10000666,30.56,5,0.8,-45.84
CA-2017-164168_3136,CA-2017-164168,OFF-ST-10002583,77.952,3,0.2,-15.5904
CA-2017-164168_3137,CA-2017-164168,TEC-PH-10004908,67.992,1,0.2,8.499
CA-2017-164168_3138,CA-2017-164168,OFF-EN-10001219,12.224,2,0.2,4.4312
CA-2017-164168_3139,CA-2017-164168,TEC-AC-10004568,44.784,2,0.2,-0.5598
CA-2017-164168_3140,CA-2017-164168,FUR-FU-10001756,22.848,3,0.6,-17.7072
CA-2015-112557_3141,CA-2015-112557,OFF-AP-10002311,206.43,3,0.0,90.8292
US-2014-122959_3142,US-2014-122959,OFF-BI-10003650,210.392,2,0.8,-336.6272
CA-2017-162572_3143,CA-2017-162572,TEC-AC-10003628,119.96,5,0.2,35.988
CA-2017-162572_3144,CA-2017-162572,OFF-AR-10001547,10.608,6,0.2,0.9282
US-2016-148110_3145,US-2016-148110,FUR-CH-10002647,347.802,7,0.3,-24.843
CA-2017-131828_3146,CA-2017-131828,FUR-CH-10004495,963.136,4,0.2,108.3528
CA-2017-131828_3147,CA-2017-131828,TEC-PH-10002923,88.776,3,0.2,7.7679
CA-2014-109218_3148,CA-2014-109218,OFF-AR-10001374,32.4,5,0.0,10.368
CA-2016-120558_3149,CA-2016-120558,OFF-PA-10003441,32.4,5,0.0,15.552
US-2014-109036_3150,US-2014-109036,OFF-LA-10002043,31.05,3,0.0,14.904
CA-2015-147830_3151,CA-2015-147830,TEC-AC-10002049,2025.36,6,0.2,607.608
CA-2015-147830_3152,CA-2015-147830,TEC-MA-10000418,1799.994,2,0.7,-2639.9912
CA-2015-147830_3153,CA-2015-147830,TEC-PH-10004908,101.988,2,0.4,-16.998
CA-2015-147830_3154,CA-2015-147830,FUR-FU-10004091,262.864,7,0.2,69.0018
CA-2017-150497_3155,CA-2017-150497,OFF-BI-10004600,735.98,2,0.0,331.191
CA-2014-128986_3156,CA-2014-128986,OFF-PA-10001289,93.024,3,0.2,33.7212
CA-2015-139584_3157,CA-2015-139584,FUR-TA-10001539,284.364,2,0.4,-75.8304
CA-2015-139584_3158,CA-2015-139584,TEC-AC-10001266,26.0,2,0.0,11.7
US-2016-162677_3159,US-2016-162677,OFF-ST-10001291,67.64,5,0.2,5.9185
US-2016-162677_3160,US-2016-162677,TEC-AC-10001314,119.976,3,0.2,-17.9964
US-2014-150924_3161,US-2014-150924,OFF-BI-10004040,5.18,5,0.8,-8.029
CA-2014-153969_3162,CA-2014-153969,OFF-EN-10001539,15.56,2,0.0,7.3132
CA-2014-153969_3163,CA-2014-153969,OFF-EN-10004483,78.35,5,0.0,36.8245
CA-2014-153969_3164,CA-2014-153969,OFF-AR-10001615,59.52,3,0.0,15.4752
CA-2014-153969_3165,CA-2014-153969,OFF-PA-10000327,38.52,9,0.0,17.334
CA-2014-153969_3166,CA-2014-153969,TEC-PH-10001299,239.984,2,0.2,23.9984
CA-2014-153969_3167,CA-2014-153969,OFF-PA-10002246,19.35,3,0.0,9.4815
CA-2016-146682_3168,CA-2016-146682,FUR-FU-10002671,67.0,5,0.0,32.16
CA-2016-138695_3169,CA-2016-138695,FUR-CH-10003833,390.272,8,0.2,-24.392
CA-2016-138695_3170,CA-2016-138695,OFF-PA-10001667,62.192,13,0.2,19.435
CA-2017-107461_3171,CA-2017-107461,OFF-BI-10002003,23.88,6,0.0,11.2236
US-2016-133879_3172,US-2016-133879,OFF-BI-10004465,3.168,2,0.8,-4.752
US-2016-133879_3173,US-2016-133879,FUR-CH-10000665,528.43,5,0.3,0.0
US-2016-133879_3174,US-2016-133879,OFF-AR-10004956,13.392,3,0.2,1.5066
CA-2017-157483_3175,CA-2017-157483,OFF-AR-10004260,181.86,7,0.0,50.9208
US-2017-132059_3176,US-2017-132059,FUR-BO-10001811,180.588,2,0.7,-240.784
US-2017-132059_3177,US-2017-132059,TEC-AC-10003280,47.984,2,0.2,0.5998
CA-2017-122280_3178,CA-2017-122280,OFF-PA-10004911,18.76,2,0.0,9.0048
CA-2017-105235_3179,CA-2017-105235,FUR-FU-10001487,20.94,3,0.0,6.0726
CA-2017-105235_3180,CA-2017-105235,FUR-FU-10000521,58.68,2,0.0,18.1908
CA-2017-105235_3181,CA-2017-105235,OFF-AP-10001271,254.9,5,0.0,68.823
CA-2017-152912_3182,CA-2017-152912,OFF-BI-10004728,9.64,2,0.0,4.4344
CA-2017-152912_3183,CA-2017-152912,TEC-AC-10004666,826.62,3,0.0,355.4466
CA-2017-152912_3184,CA-2017-152912,OFF-ST-10003208,1633.14,9,0.0,473.6106
CA-2017-152912_3185,CA-2017-152912,OFF-ST-10003208,544.38,3,0.0,157.8702
CA-2014-123498_3186,CA-2014-123498,OFF-BI-10000632,26.046,3,0.8,-44.2782
CA-2014-123498_3187,CA-2014-123498,OFF-EN-10004773,74.352,3,0.2,26.9526
CA-2017-159352_3188,CA-2017-159352,TEC-PH-10004700,69.93,7,0.0,32.1678
US-2017-146416_3189,US-2017-146416,OFF-LA-10003714,3.75,1,0.0,1.8
US-2017-146416_3190,US-2017-146416,OFF-BI-10001787,20.928,4,0.2,7.5864
US-2015-163783_3191,US-2015-163783,OFF-ST-10002957,12.672,3,0.2,-3.168
CA-2017-123981_3192,CA-2017-123981,TEC-PH-10002115,65.99,1,0.0,17.1574
CA-2017-158953_3193,CA-2017-158953,OFF-BI-10002557,6.37,7,0.8,-9.555
CA-2014-165428_3194,CA-2014-165428,OFF-BI-10002949,3.648,3,0.8,-6.0192
CA-2014-165428_3195,CA-2014-165428,OFF-PA-10004100,31.104,6,0.2,10.8864
CA-2016-169026_3196,CA-2016-169026,OFF-FA-10001883,23.34,3,0.0,0.2334
CA-2017-109750_3197,CA-2017-109750,TEC-PH-10000702,29.97,3,0.0,14.0859
CA-2015-149384_3198,CA-2015-149384,OFF-BI-10003196,3.366,3,0.7,-2.244
CA-2014-131527_3199,CA-2014-131527,TEC-PH-10001644,95.968,4,0.2,9.5968
CA-2017-164000_3200,CA-2017-164000,OFF-AR-10003183,18.704,7,0.2,2.338
CA-2014-164224_3201,CA-2014-164224,FUR-FU-10000308,149.232,3,0.2,3.7308
CA-2014-164224_3202,CA-2014-164224,OFF-PA-10001526,15.936,4,0.2,5.7768
CA-2014-158372_3203,CA-2014-158372,TEC-PH-10002103,601.536,8,0.2,60.1536
CA-2014-158372_3204,CA-2014-158372,TEC-AC-10004209,10.99,1,0.0,4.2861
CA-2014-158372_3205,CA-2014-158372,FUR-FU-10000397,39.88,2,0.0,11.1664
CA-2014-158372_3206,CA-2014-158372,OFF-PA-10002137,62.24,8,0.0,28.008
CA-2014-158372_3207,CA-2014-158372,FUR-FU-10001867,53.2,5,0.0,14.896
CA-2014-158372_3208,CA-2014-158372,OFF-LA-10000407,39.84,8,0.0,18.3264
CA-2016-108882_3209,CA-2016-108882,TEC-AC-10000420,349.95,5,0.0,118.983
CA-2016-108882_3210,CA-2016-108882,TEC-PH-10002726,377.928,9,0.2,141.723
US-2017-108245_3211,US-2017-108245,OFF-EN-10001415,13.392,3,0.2,5.022
US-2017-108245_3212,US-2017-108245,OFF-BI-10000773,11.228,7,0.8,-18.5262
CA-2014-142314_3213,CA-2014-142314,OFF-AP-10002350,207.24,11,0.0,58.0272
CA-2016-132409_3214,CA-2016-132409,OFF-AR-10001919,1.504,1,0.2,0.1692
CA-2016-132409_3215,CA-2016-132409,OFF-AP-10002082,34.848,2,0.2,6.534
CA-2017-150189_3216,CA-2017-150189,OFF-LA-10002762,75.18,6,0.0,35.3346
CA-2014-114433_3217,CA-2014-114433,TEC-AC-10002800,149.97,3,0.0,52.4895
CA-2017-104640_3218,CA-2017-104640,OFF-BI-10003925,931.176,3,0.2,314.2719
CA-2017-104640_3219,CA-2017-104640,TEC-PH-10002200,430.88,2,0.0,124.9552
US-2015-137008_3220,US-2015-137008,OFF-PA-10001295,94.85,5,0.0,45.528
US-2015-137008_3221,US-2015-137008,OFF-EN-10002500,51.12,4,0.0,23.004
US-2015-137008_3222,US-2015-137008,TEC-AC-10000892,90.0,1,0.0,32.4
CA-2014-108189_3223,CA-2014-108189,OFF-PA-10001838,9.408,2,0.2,3.4104
CA-2014-108189_3224,CA-2014-108189,OFF-FA-10000735,4.672,2,0.2,1.46
CA-2014-108189_3225,CA-2014-108189,TEC-PH-10001760,318.4,2,0.2,107.46
CA-2014-108189_3226,CA-2014-108189,OFF-EN-10004846,12.768,6,0.2,4.6284
CA-2014-108189_3227,CA-2014-108189,OFF-SU-10003567,15.36,2,0.2,-3.264
CA-2014-108189_3228,CA-2014-108189,TEC-PH-10001557,230.376,3,0.2,20.1579
CA-2014-108189_3229,CA-2014-108189,TEC-AC-10003038,7.16,1,0.2,-0.0895
CA-2014-154641_3230,CA-2014-154641,OFF-ST-10004459,375.34,1,0.0,18.767
CA-2017-131625_3231,CA-2017-131625,FUR-FU-10004960,114.9,5,0.0,39.066
US-2017-156356_3232,US-2017-156356,OFF-BI-10000632,26.046,3,0.8,-44.2782
US-2017-156356_3233,US-2017-156356,OFF-BI-10001107,2.896,1,0.8,-4.7784
US-2017-156356_3234,US-2017-156356,OFF-ST-10002301,32.544,2,0.2,-7.7292
CA-2016-138933_3235,CA-2016-138933,OFF-BI-10003355,3.984,1,0.2,1.3944
CA-2016-140746_3236,CA-2016-140746,FUR-TA-10002903,181.797,1,0.3,-15.5826
CA-2016-146836_3237,CA-2016-146836,OFF-ST-10001580,44.94,3,0.0,12.5832
CA-2016-146836_3238,CA-2016-146836,OFF-BI-10000315,45.576,3,0.2,15.9516
US-2016-127971_3239,US-2016-127971,FUR-CH-10003774,318.43,5,0.3,-77.333
US-2016-127971_3240,US-2016-127971,TEC-PH-10003095,122.92,7,0.2,46.095
US-2016-127971_3241,US-2016-127971,FUR-FU-10000023,7.068,3,0.6,-2.8272
US-2016-140809_3242,US-2016-140809,OFF-ST-10002214,56.45,5,0.0,14.677
CA-2017-114524_3243,CA-2017-114524,OFF-BI-10002799,13.468,13,0.8,-22.8956
CA-2017-113355_3244,CA-2017-113355,TEC-PH-10004912,219.8,5,0.2,24.7275
CA-2017-113355_3245,CA-2017-113355,FUR-CH-10002602,317.058,3,0.3,-18.1176
US-2017-140907_3246,US-2017-140907,TEC-AC-10004510,49.08,3,0.0,4.908
US-2017-140907_3247,US-2017-140907,OFF-ST-10000060,324.9,5,0.0,38.988
US-2017-140907_3248,US-2017-140907,OFF-AR-10000799,18.24,3,0.0,5.2896
CA-2016-159730_3249,CA-2016-159730,FUR-CH-10004875,113.888,2,0.2,9.9652
CA-2016-159730_3250,CA-2016-159730,TEC-PH-10002085,105.584,2,0.2,7.9188
CA-2016-157868_3251,CA-2016-157868,OFF-FA-10000992,24.85,7,0.0,11.6795
CA-2017-119389_3252,CA-2017-119389,FUR-FU-10001473,60.312,3,0.2,5.2773
CA-2017-110373_3253,CA-2017-110373,OFF-AR-10003045,7.056,3,0.2,2.205
CA-2017-110373_3254,CA-2017-110373,TEC-PH-10001536,27.184,2,0.2,2.0388
CA-2016-155474_3255,CA-2016-155474,TEC-PH-10001580,107.984,1,0.2,9.4486
CA-2016-155474_3256,CA-2016-155474,OFF-BI-10004209,19.296,3,0.2,6.03
CA-2015-155453_3257,CA-2015-155453,OFF-LA-10001613,4.608,2,0.2,1.6704
US-2016-161844_3258,US-2016-161844,FUR-TA-10001676,79.974,3,0.4,-29.3238
US-2016-161844_3259,US-2016-161844,OFF-BI-10003712,2.946,2,0.7,-2.0622
US-2016-162103_3260,US-2016-162103,OFF-BI-10000285,3.136,2,0.8,-4.704
CA-2014-151554_3261,CA-2014-151554,OFF-PA-10004609,20.736,4,0.2,7.2576
CA-2014-140662_3262,CA-2014-140662,TEC-AC-10001314,99.98,2,0.0,7.9984
CA-2014-140662_3263,CA-2014-140662,OFF-PA-10003395,733.95,7,0.0,352.296
CA-2014-140662_3264,CA-2014-140662,OFF-AP-10001242,241.44,3,0.0,72.432
CA-2016-122518_3265,CA-2016-122518,OFF-LA-10001641,10.08,4,0.2,3.528
US-2014-126571_3266,US-2014-126571,OFF-ST-10003816,281.904,2,0.2,10.5714
US-2014-126571_3267,US-2014-126571,OFF-EN-10002230,201.432,3,0.2,67.9833
CA-2014-143840_3268,CA-2014-143840,TEC-PH-10002660,135.98,2,0.0,33.995
CA-2014-143840_3269,CA-2014-143840,TEC-PH-10003171,44.95,1,0.0,12.586
CA-2014-115980_3270,CA-2014-115980,TEC-AC-10003709,2.97,3,0.0,1.3068
CA-2014-115980_3271,CA-2014-115980,OFF-FA-10000304,6.54,3,0.0,2.6814
CA-2015-155145_3272,CA-2015-155145,TEC-AC-10003709,7.92,8,0.0,3.4848
CA-2015-146038_3273,CA-2015-146038,FUR-CH-10002774,203.92,5,0.2,22.941
CA-2017-133865_3274,CA-2017-133865,TEC-CO-10001046,3359.952,6,0.2,1049.985
CA-2017-116358_3275,CA-2017-116358,OFF-FA-10003495,18.24,3,0.0,9.12
CA-2017-116358_3276,CA-2017-116358,OFF-AR-10004685,27.78,6,0.0,9.1674
CA-2014-102988_3277,CA-2014-102988,OFF-AR-10004757,22.96,7,0.0,7.5768
CA-2014-102988_3278,CA-2014-102988,TEC-PH-10001615,28.99,1,0.0,8.4071
CA-2014-102988_3279,CA-2014-102988,OFF-PA-10003349,12.96,2,0.0,6.3504
CA-2014-102988_3280,CA-2014-102988,OFF-AR-10000127,22.96,7,0.0,6.6584
CA-2014-102988_3281,CA-2014-102988,OFF-SU-10002881,4164.05,5,0.0,83.281
US-2014-117170_3282,US-2014-117170,TEC-AC-10001109,47.984,2,0.2,13.1956
US-2014-117170_3283,US-2014-117170,OFF-PA-10000682,4.624,1,0.2,1.6762
CA-2014-159478_3284,CA-2014-159478,FUR-FU-10000221,15.24,3,0.0,5.1816
CA-2014-103702_3285,CA-2014-103702,OFF-BI-10002429,63.924,7,0.7,-46.8776
CA-2017-150525_3286,CA-2017-150525,OFF-AR-10002375,6.56,2,0.0,1.9024
CA-2017-150525_3287,CA-2017-150525,OFF-AP-10000595,13.11,3,0.0,3.4086
CA-2015-157770_3288,CA-2015-157770,TEC-PH-10001530,494.376,3,0.2,49.4376
CA-2015-157770_3289,CA-2015-157770,OFF-BI-10000050,29.2,5,0.2,9.855
CA-2015-157770_3290,CA-2015-157770,TEC-AC-10001552,248.85,5,0.0,27.3735
CA-2015-157770_3291,CA-2015-157770,TEC-AC-10003399,36.24,1,0.0,15.2208
CA-2016-167290_3292,CA-2016-167290,OFF-AR-10004078,11.68,2,0.0,3.504
CA-2014-106264_3293,CA-2014-106264,OFF-SU-10002189,11.91,3,0.0,0.1191
CA-2014-106264_3294,CA-2014-106264,FUR-FU-10001852,3.48,2,0.0,1.1136
CA-2014-138023_3295,CA-2014-138023,OFF-BI-10003638,30.96,8,0.8,-52.632
CA-2017-113418_3296,CA-2017-113418,TEC-MA-10002428,1704.89,11,0.0,767.2005
US-2015-110569_3297,US-2015-110569,OFF-BI-10001036,19.194,7,0.7,-12.796
US-2015-110569_3298,US-2015-110569,OFF-AP-10004708,121.792,4,0.2,13.7016
CA-2017-136308_3299,CA-2017-136308,TEC-MA-10000488,1919.976,3,0.2,215.9973
US-2014-159926_3300,US-2014-159926,OFF-BI-10003656,50.997,1,0.7,-40.7976
US-2014-159926_3301,US-2014-159926,OFF-ST-10003656,76.792,1,0.2,-16.3183
US-2014-159926_3302,US-2014-159926,TEC-PH-10001128,539.964,6,0.4,-107.9928
US-2014-159926_3303,US-2014-159926,FUR-FU-10001473,60.312,3,0.2,5.2773
US-2014-159926_3304,US-2014-159926,OFF-BI-10004656,1.944,3,0.7,-1.4256
CA-2014-104738_3305,CA-2014-104738,OFF-EN-10004955,12.984,3,0.2,4.7067
CA-2014-104738_3306,CA-2014-104738,TEC-PH-10002468,217.584,2,0.2,19.0386
CA-2014-104738_3307,CA-2014-104738,TEC-PH-10000576,328.776,3,0.2,28.7679
CA-2014-104738_3308,CA-2014-104738,OFF-BI-10002160,2.286,3,0.8,-3.6576
CA-2014-104738_3309,CA-2014-104738,TEC-AC-10003628,47.984,2,0.2,14.3952
CA-2015-144386_3310,CA-2015-144386,OFF-BI-10001116,25.344,6,0.2,8.8704
CA-2016-111416_3311,CA-2016-111416,OFF-BI-10002026,232.4,5,0.2,78.435
CA-2016-162747_3312,CA-2016-162747,FUR-FU-10003691,86.45,7,0.0,38.038
US-2014-133130_3313,US-2014-133130,FUR-CH-10002602,603.92,5,0.2,45.294
US-2014-133130_3314,US-2014-133130,OFF-PA-10000675,81.98,2,0.0,40.1702
CA-2017-169978_3315,CA-2017-169978,FUR-CH-10002602,271.764,2,0.1,48.3136
CA-2017-169978_3316,CA-2017-169978,OFF-BI-10001900,14.376,3,0.2,4.8519
CA-2017-161739_3317,CA-2017-161739,FUR-FU-10001468,341.96,5,0.6,-427.45
CA-2015-165057_3318,CA-2015-165057,OFF-AR-10004648,181.35,9,0.0,48.9645
CA-2015-165057_3319,CA-2015-165057,OFF-LA-10003190,8.64,3,0.0,4.2336
CA-2014-134551_3320,CA-2014-134551,OFF-AP-10004868,43.512,7,0.2,3.8073
CA-2014-134551_3321,CA-2014-134551,FUR-CH-10004287,662.88,3,0.2,74.574
CA-2014-134551_3322,CA-2014-134551,OFF-PA-10002689,25.92,5,0.2,9.072
CA-2015-120810_3323,CA-2015-120810,OFF-AP-10002892,68.94,3,0.0,20.682
CA-2015-120810_3324,CA-2015-120810,FUR-FU-10002253,128.82,3,0.0,50.2398
CA-2014-165309_3325,CA-2014-165309,OFF-BI-10001359,896.99,5,0.8,-1480.0335
CA-2014-165309_3326,CA-2014-165309,OFF-BI-10001267,1.234,1,0.8,-1.9744
CA-2014-165309_3327,CA-2014-165309,OFF-AR-10003582,67.56,3,0.2,6.756
CA-2014-165309_3328,CA-2014-165309,OFF-PA-10003724,21.72,5,0.2,7.8735
CA-2014-165309_3329,CA-2014-165309,OFF-PA-10001033,262.336,8,0.2,95.0968
CA-2014-165309_3330,CA-2014-165309,TEC-PH-10003505,148.48,2,0.2,16.704
CA-2014-165309_3331,CA-2014-165309,TEC-PH-10004959,241.176,3,0.2,15.0735
CA-2017-122595_3332,CA-2017-122595,TEC-AC-10000474,227.976,3,0.2,28.497
CA-2017-122595_3333,CA-2017-122595,TEC-PH-10003095,52.68,3,0.2,19.755
CA-2017-122595_3334,CA-2017-122595,FUR-FU-10002963,2.032,1,0.6,-1.3208
US-2017-109253_3335,US-2017-109253,OFF-AR-10000203,17.12,4,0.0,4.9648
US-2017-109253_3336,US-2017-109253,TEC-PH-10004667,431.968,4,0.2,37.7972
US-2017-109253_3337,US-2017-109253,FUR-FU-10000193,129.92,4,0.0,10.3936
US-2017-109253_3338,US-2017-109253,FUR-TA-10001539,568.728,3,0.2,28.4364
US-2017-109253_3339,US-2017-109253,OFF-BI-10000962,117.144,9,0.2,42.4647
US-2017-109253_3340,US-2017-109253,OFF-AP-10002867,203.52,3,0.0,54.9504
US-2017-109253_3341,US-2017-109253,OFF-LA-10001158,51.75,5,0.0,24.84
CA-2016-145982_3342,CA-2016-145982,OFF-PA-10000675,122.97,3,0.0,60.2553
CA-2016-145982_3343,CA-2016-145982,FUR-TA-10001307,244.615,1,0.3,20.967
CA-2016-145982_3344,CA-2016-145982,TEC-PH-10000011,59.97,3,0.0,28.7856
CA-2016-145982_3345,CA-2016-145982,OFF-PA-10002666,81.54,9,0.0,36.693
CA-2016-145982_3346,CA-2016-145982,OFF-FA-10000735,11.68,4,0.0,5.256
CA-2016-145982_3347,CA-2016-145982,OFF-BI-10000174,29.0,5,0.0,13.92
CA-2015-112014_3348,CA-2015-112014,OFF-AR-10003156,50.8,5,0.0,13.208
CA-2017-154732_3349,CA-2017-154732,OFF-BI-10000474,16.03,5,0.8,-25.648
US-2016-157308_3350,US-2016-157308,OFF-BI-10003712,15.712,4,0.2,5.6956
CA-2016-147536_3351,CA-2016-147536,TEC-AC-10003280,89.97,3,0.0,18.8937
US-2014-134733_3352,US-2014-134733,FUR-BO-10002916,435.999,3,0.15,20.5176
US-2014-134733_3353,US-2014-134733,TEC-PH-10002726,83.984,2,0.2,31.494
US-2014-150434_3354,US-2014-150434,TEC-PH-10000895,359.98,2,0.0,93.5948
US-2014-150434_3355,US-2014-150434,FUR-TA-10004152,70.56,1,0.3,-4.032
US-2014-150434_3356,US-2014-150434,OFF-BI-10003694,20.88,2,0.0,9.6048
US-2014-150434_3357,US-2014-150434,OFF-BI-10002160,3.81,1,0.0,1.8288
CA-2017-100335_3358,CA-2017-100335,OFF-PA-10001685,73.008,9,0.2,26.4654
CA-2016-139234_3359,CA-2016-139234,OFF-BI-10000773,3.208,2,0.8,-5.2932
CA-2016-139234_3360,CA-2016-139234,TEC-AC-10004510,26.176,2,0.2,-3.272
US-2015-142020_3361,US-2015-142020,OFF-PA-10004569,30.44,4,0.0,14.3068
US-2015-142020_3362,US-2015-142020,FUR-FU-10000672,35.28,3,0.0,11.9952
CA-2015-139962_3363,CA-2015-139962,OFF-PA-10004451,19.44,3,0.0,9.3312
CA-2015-139962_3364,CA-2015-139962,OFF-BI-10004738,37.88,2,0.0,18.94
CA-2016-130050_3365,CA-2016-130050,FUR-FU-10001940,9.552,3,0.6,-3.8208
CA-2014-115161_3366,CA-2014-115161,FUR-BO-10003966,290.666,2,0.15,3.4196
CA-2014-165379_3367,CA-2014-165379,OFF-PA-10003072,10.368,2,0.2,3.6288
CA-2014-165379_3368,CA-2014-165379,OFF-PA-10002245,14.352,3,0.2,4.485
CA-2015-115511_3369,CA-2015-115511,FUR-BO-10002598,141.96,2,0.0,41.1684
CA-2015-115511_3370,CA-2015-115511,OFF-BI-10002225,66.048,4,0.2,23.1168
CA-2016-134887_3371,CA-2016-134887,TEC-AC-10003832,1287.45,5,0.0,244.6155
CA-2017-123778_3372,CA-2017-123778,OFF-BI-10000822,25.824,6,0.2,9.0384
CA-2017-123778_3373,CA-2017-123778,OFF-AP-10001242,160.96,2,0.0,48.288
CA-2015-161718_3374,CA-2015-161718,FUR-FU-10002445,28.44,3,0.0,11.376
CA-2015-161718_3375,CA-2015-161718,FUR-CH-10002372,364.41,5,0.1,8.098
CA-2015-161718_3376,CA-2015-161718,TEC-PH-10000376,39.96,4,0.0,10.3896
CA-2015-161718_3377,CA-2015-161718,FUR-CH-10002965,361.764,2,0.1,68.3332
CA-2016-100671_3378,CA-2016-100671,OFF-ST-10004950,111.672,9,0.2,6.9795
CA-2017-142867_3379,CA-2017-142867,OFF-BI-10003166,13.776,6,0.8,-22.0416
CA-2017-142867_3380,CA-2017-142867,OFF-PA-10004610,10.272,3,0.2,3.21
CA-2017-103156_3381,CA-2017-103156,FUR-FU-10000320,24.048,9,0.2,7.2144
US-2017-162208_3382,US-2017-162208,OFF-EN-10004030,2.896,1,0.2,0.9774
CA-2015-130659_3383,CA-2015-130659,OFF-EN-10004147,17.94,3,0.0,8.7906
CA-2015-130659_3384,CA-2015-130659,FUR-CH-10003535,384.174,7,0.1,29.8802
CA-2015-130659_3385,CA-2015-130659,TEC-PH-10004586,1799.75,5,0.0,539.925
CA-2017-148404_3386,CA-2017-148404,OFF-ST-10003208,580.672,4,0.2,65.3256
CA-2017-148404_3387,CA-2017-148404,OFF-FA-10003112,18.936,3,0.2,5.9175
CA-2017-148404_3388,CA-2017-148404,TEC-PH-10004447,222.384,2,0.2,16.6788
CA-2017-148404_3389,CA-2017-148404,OFF-BI-10002854,50.454,6,0.7,-33.636
CA-2017-148404_3390,CA-2017-148404,FUR-TA-10001039,154.764,3,0.4,-36.1116
CA-2017-101077_3391,CA-2017-101077,OFF-PA-10004239,6.848,2,0.2,2.14
CA-2014-166471_3392,CA-2014-166471,TEC-PH-10001530,1091.168,4,0.2,68.198
CA-2014-166471_3393,CA-2014-166471,TEC-PH-10000038,219.168,2,0.2,-43.8336
CA-2014-105340_3394,CA-2014-105340,OFF-BI-10001765,6.928,1,0.8,-11.0848
US-2017-131583_3395,US-2017-131583,OFF-PA-10000380,40.032,6,0.2,15.012
US-2017-148362_3396,US-2017-148362,OFF-ST-10001128,443.92,4,0.0,13.3176
US-2017-148362_3397,US-2017-148362,OFF-BI-10003656,169.99,1,0.0,78.1954
US-2017-148362_3398,US-2017-148362,OFF-PA-10003441,25.92,4,0.0,12.4416
CA-2014-102274_3399,CA-2014-102274,TEC-PH-10002923,36.99,1,0.0,9.9873
CA-2014-102274_3400,CA-2014-102274,OFF-PA-10004359,629.1,6,0.0,301.968
CA-2014-102274_3401,CA-2014-102274,OFF-ST-10001511,193.95,3,0.0,9.6975
CA-2014-102274_3402,CA-2014-102274,OFF-AR-10002833,5.46,3,0.0,1.4742
CA-2015-129700_3403,CA-2015-129700,FUR-FU-10001940,22.288,7,0.6,-8.9152
CA-2017-168739_3404,CA-2017-168739,FUR-FU-10003919,65.424,4,0.6,-52.3392
CA-2015-152527_3405,CA-2015-152527,OFF-ST-10003479,77.88,2,0.0,3.894
US-2014-150119_3406,US-2014-150119,FUR-CH-10002965,281.372,2,0.3,-12.0588
US-2014-150119_3407,US-2014-150119,FUR-CH-10002965,281.372,2,0.3,-12.0588
US-2014-150119_3408,US-2014-150119,OFF-BI-10000145,7.488,8,0.7,-5.2416
US-2014-150119_3409,US-2014-150119,FUR-FU-10002191,22.336,4,0.2,7.8176
US-2017-150847_3410,US-2017-150847,OFF-PA-10004451,10.368,2,0.2,3.6288
CA-2016-100244_3411,CA-2016-100244,OFF-PA-10001471,65.79,9,0.0,30.2634
CA-2016-100244_3412,CA-2016-100244,OFF-BI-10003656,271.984,2,0.2,88.3948
CA-2016-100244_3413,CA-2016-100244,OFF-AR-10000940,11.76,4,0.0,3.1752
CA-2016-100244_3414,CA-2016-100244,OFF-PA-10002319,77.52,2,0.0,37.9848
CA-2016-100244_3415,CA-2016-100244,OFF-BI-10000977,48.64,2,0.2,15.808
CA-2016-116540_3416,CA-2016-116540,OFF-FA-10002676,1.81,1,0.0,0.6516
CA-2016-116540_3417,CA-2016-116540,OFF-BI-10004970,8.26,2,0.0,3.8822
CA-2015-151841_3418,CA-2015-151841,OFF-AP-10003971,43.56,5,0.2,3.267
CA-2015-151841_3419,CA-2015-151841,OFF-SU-10001574,5.84,2,0.2,0.73
CA-2015-150791_3420,CA-2015-150791,FUR-CH-10000665,271.764,2,0.1,60.392
CA-2016-134803_3421,CA-2016-134803,OFF-AP-10000891,262.24,2,0.0,78.672
CA-2016-134803_3422,CA-2016-134803,OFF-PA-10003790,182.72,8,0.0,84.0512
CA-2016-134803_3423,CA-2016-134803,TEC-AC-10002217,131.6,7,0.0,7.896
CA-2016-134803_3424,CA-2016-134803,OFF-BI-10002215,22.72,4,0.2,7.384
CA-2016-134803_3425,CA-2016-134803,TEC-MA-10001972,558.4,2,0.2,41.88
CA-2015-153381_3426,CA-2015-153381,OFF-BI-10001525,15.24,4,0.0,6.858
CA-2015-153381_3427,CA-2015-153381,FUR-CH-10000988,1408.1,10,0.0,394.268
US-2017-111024_3428,US-2017-111024,OFF-PA-10000174,32.896,4,0.2,11.1024
